vCrop,climate,CAPRI_NUTSII,nuts2,RCP,CO2_level,representative.median
Maize,isimip_clim,UKI00000,UKI1,RCP8.5,elev,10.1587578365691
Maize,isimip_clim,UKI00000,UKI1,RCP6.0,amb,-0.310675413767767
Maize,isimip_clim,UKI00000,UKI1,RCP8.5,amb,-19.9416682252452
Maize,isimip_clim,UKI00000,UKI2,RCP6.0,elev,22.9298972974406
Maize,isimip_clim,UKI00000,UKI2,RCP8.5,amb,-22.087761836769
Maize,isimip_clim,UKI00000,UKI2,RCP4.5,amb,-23.2486415618891
Maize,isimip_clim,UKI00000,UKI2,RCP8.5,elev,6.29404957295176
Maize,isimip_clim,UKI00000,UKI2,RCP4.5,elev,-5.20849205620393
Maize,isimip_clim,UKI00000,UKI2,RCP2.6,amb,4.31753903756528
Maize,isimip_clim,UKI00000,UKI2,RCP6.0,amb,1.76570851474349
Maize,isimip_clim,UKI00000,UKI2,RCP2.6,elev,18.7641463257678
Maize,isimip_clim,UKJ00000,UKJ1,RCP2.6,amb,-1.4977362103421
Maize,isimip_clim,UKJ00000,UKJ1,RCP6.0,amb,-5.44393648968752
Maize,isimip_clim,UKJ00000,UKJ1,RCP6.0,elev,14.7407606651498
Maize,isimip_clim,UKJ00000,UKJ1,RCP2.6,elev,12.2539204891005
Maize,isimip_clim,UKJ00000,UKJ1,RCP8.5,elev,2.97572973455773
Maize,isimip_clim,UKJ00000,UKJ1,RCP8.5,amb,-24.6419205588278
Maize,isimip_clim,UKJ00000,UKJ1,RCP4.5,elev,-4.34233722932805
Maize,isimip_clim,UKJ00000,UKJ1,RCP4.5,amb,-24.9701459445583
Maize,isimip_clim,UKJ00000,UKJ2,RCP6.0,elev,20.3453921346065
Maize,isimip_clim,UKJ00000,UKJ2,RCP8.5,elev,2.47466165556262
Maize,isimip_clim,UKJ00000,UKJ2,RCP8.5,amb,-25.1491299208235
Maize,isimip_clim,UKJ00000,UKJ2,RCP2.6,amb,2.60767987993154
Maize,isimip_clim,UKJ00000,UKJ2,RCP4.5,elev,-6.23809215798554
Maize,isimip_clim,UKJ00000,UKJ2,RCP2.6,elev,16.459028790232
Maize,isimip_clim,UKJ00000,UKJ2,RCP4.5,amb,-22.6464255340156
Maize,isimip_clim,UKJ00000,UKJ2,RCP6.0,amb,0.378075904485032
Maize,isimip_clim,UKJ00000,UKJ3,RCP8.5,amb,-30.7112900011074
Maize,isimip_clim,UKJ00000,UKJ3,RCP2.6,amb,-9.39348662849249
Maize,isimip_clim,UKJ00000,UKJ3,RCP6.0,elev,12.4513254823382
Maize,isimip_clim,UKJ00000,UKJ3,RCP4.5,elev,-12.2610434032902
Maize,isimip_clim,UKJ00000,UKJ3,RCP6.0,amb,-7.08197782993777
Maize,isimip_clim,UKJ00000,UKJ3,RCP2.6,elev,3.28352141953848
Maize,isimip_clim,UKJ00000,UKJ3,RCP8.5,elev,-3.82755220257336
Maize,isimip_clim,UKJ00000,UKJ3,RCP4.5,amb,-27.4997260388139
Maize,isimip_clim,UKJ00000,UKJ4,RCP4.5,amb,-23.450489244031
Maize,isimip_clim,UKJ00000,UKJ4,RCP2.6,elev,19.9864031603688
Maize,isimip_clim,UKJ00000,UKJ4,RCP2.6,amb,3.27912103595224
Maize,isimip_clim,UKJ00000,UKJ4,RCP8.5,amb,-24.8911145652491
Maize,isimip_clim,UKJ00000,UKJ4,RCP6.0,amb,0.917679622074635
Maize,isimip_clim,UKJ00000,UKJ4,RCP6.0,elev,24.4574623872614
Maize,isimip_clim,UKJ00000,UKJ4,RCP8.5,elev,4.87525287791643
Maize,isimip_clim,UKJ00000,UKJ4,RCP4.5,elev,-4.15616356412739
Maize,isimip_clim,UKK00000,UKK1,RCP8.5,amb,-23.8751290638641
Maize,isimip_clim,UKK00000,UKK1,RCP6.0,elev,9.44729627945839
Maize,isimip_clim,UKK00000,UKK1,RCP6.0,amb,-8.53173938726896
Maize,isimip_clim,UKK00000,UKK1,RCP2.6,elev,6.16386824493716
Maize,isimip_clim,UKK00000,UKK1,RCP4.5,elev,-5.80447558519771
Maize,isimip_clim,UKK00000,UKK1,RCP8.5,elev,-0.304391191979294
Maize,isimip_clim,UKK00000,UKK1,RCP2.6,amb,-5.56348548195725
Maize,isimip_clim,UKK00000,UKK1,RCP4.5,amb,-23.9627898100525
Maize,isimip_clim,UKK00000,UKK2,RCP2.6,amb,-4.4524923976568
Maize,isimip_clim,UKK00000,UKK2,RCP6.0,elev,11.1567738813402
Maize,isimip_clim,UKK00000,UKK2,RCP4.5,elev,-4.80006138987479
Maize,isimip_clim,UKK00000,UKK2,RCP4.5,amb,-22.5491733136298
Maize,isimip_clim,UKK00000,UKK2,RCP8.5,amb,-22.8600661065269
Maize,isimip_clim,UKK00000,UKK2,RCP8.5,elev,-0.285191338843906
Maize,isimip_clim,UKK00000,UKK2,RCP6.0,amb,-6.69802870329072
Maize,isimip_clim,UKK00000,UKK2,RCP2.6,elev,7.32802053241388
Maize,isimip_clim,UKK00000,UKK3,RCP4.5,elev,0.161155778706524
Maize,isimip_clim,UKK00000,UKK3,RCP6.0,amb,-8.08607982175079
Maize,isimip_clim,UKK00000,UKK3,RCP6.0,elev,7.17988290252252
Maize,isimip_clim,UKK00000,UKK3,RCP8.5,amb,-20.5005451949719
Maize,isimip_clim,UKK00000,UKK3,RCP2.6,elev,9.96882199608878
Maize,isimip_clim,UKK00000,UKK3,RCP2.6,amb,-0.917250721899026
Maize,isimip_clim,UKK00000,UKK3,RCP4.5,amb,-15.936764689879
Maize,isimip_clim,UKK00000,UKK3,RCP8.5,elev,0.760924038276727
Maize,isimip_clim,UKK00000,UKK4,RCP2.6,elev,8.50827996037987
Maize,isimip_clim,UKK00000,UKK4,RCP6.0,amb,-2.62639123274678
Maize,isimip_clim,UKK00000,UKK4,RCP2.6,amb,-0.561874102336086
Maize,isimip_clim,UKK00000,UKK4,RCP4.5,elev,9.52915221196602
Maize,isimip_clim,UKK00000,UKK4,RCP6.0,elev,11.3047612046306
Maize,isimip_clim,UKK00000,UKK4,RCP8.5,elev,7.13727038178868
Maize,isimip_clim,UKK00000,UKK4,RCP4.5,amb,-6.03640383614938
Maize,isimip_clim,UKK00000,UKK4,RCP8.5,amb,-16.1270661224495
Maize,isimip_clim,UKL00000,UKL1,RCP8.5,elev,10.2291093442133
Maize,isimip_clim,UKL00000,UKL1,RCP4.5,amb,-1.22978720206633
Maize,isimip_clim,UKL00000,UKL1,RCP2.6,elev,16.8416347587149
Maize,isimip_clim,UKL00000,UKL1,RCP4.5,elev,15.4191398590884
Maize,isimip_clim,UKL00000,UKL1,RCP2.6,amb,6.59163707220897
Maize,isimip_clim,UKL00000,UKL1,RCP6.0,elev,17.66312193251
Maize,isimip_clim,UKL00000,UKL1,RCP8.5,amb,-9.46420876676547
Maize,isimip_clim,UKL00000,UKL1,RCP6.0,amb,3.24527148931449
Maize,isimip_clim,UKL00000,UKL2,RCP2.6,amb,27.9352957881082
Maize,isimip_clim,UKL00000,UKL2,RCP4.5,elev,34.5368884173581
Maize,isimip_clim,UKL00000,UKL2,RCP8.5,elev,44.3221074782182
Maize,isimip_clim,UKL00000,UKL2,RCP4.5,amb,19.5851855944078
Maize,isimip_clim,UKL00000,UKL2,RCP8.5,amb,22.5391937071248
Maize,isimip_clim,UKL00000,UKL2,RCP6.0,amb,19.0110377022037
Maize,isimip_clim,UKL00000,UKL2,RCP6.0,elev,32.4567454600565
Maize,isimip_clim,UKL00000,UKL2,RCP2.6,elev,39.7614659936927
Maize,isimip_clim,UKM00000,UKM1,RCP2.6,amb,48.0724754620231
Maize,isimip_clim,UKM00000,UKM1,RCP8.5,amb,51.9374518243346
Maize,isimip_clim,UKM00000,UKM1,RCP4.5,elev,80.3771097586228
Maize,isimip_clim,UKM00000,UKM1,RCP2.6,elev,62.8005505177557
Maize,isimip_clim,UKM00000,UKM1,RCP8.5,elev,78.8169318080295
Maize,isimip_clim,UKM00000,UKM1,RCP6.0,amb,46.4640235304802
Maize,isimip_clim,UKM00000,UKM1,RCP6.0,elev,65.9351563080543
Maize,isimip_clim,UKM00000,UKM1,RCP4.5,amb,58.8684917167598
Maize,isimip_clim,UKM00000,UKM2,RCP4.5,elev,69.7884304046055
Maize,isimip_clim,UKM00000,UKM2,RCP6.0,elev,59.2680914793941
Maize,isimip_clim,UKM00000,UKM2,RCP2.6,amb,50.7267409983011
Maize,isimip_clim,UKM00000,UKM2,RCP4.5,amb,52.2331096211974
Maize,isimip_clim,UKM00000,UKM2,RCP8.5,amb,41.4982579473438
Maize,isimip_clim,UKM00000,UKM2,RCP6.0,amb,42.6267681711428
Maize,isimip_clim,UKM00000,UKM2,RCP8.5,elev,63.6619058585863
Maize,isimip_clim,UKM00000,UKM2,RCP2.6,elev,63.3155228820012
Maize,isimip_clim,UKM00000,UKM3,RCP6.0,amb,30.7037356278875
Maize,isimip_clim,UKM00000,UKM3,RCP2.6,elev,49.2386346112822
Maize,isimip_clim,UKM00000,UKM3,RCP4.5,elev,57.9274575572695
Maize,isimip_clim,UKM00000,UKM3,RCP8.5,elev,57.244488432246
Maize,isimip_clim,UKM00000,UKM3,RCP4.5,amb,42.5043801243534
Maize,isimip_clim,UKM00000,UKM3,RCP2.6,amb,38.7425981370058
Maize,isimip_clim,UKM00000,UKM3,RCP8.5,amb,35.8141048279589
Maize,isimip_clim,UKM00000,UKM3,RCP6.0,elev,44.9117125117825
Maize,isimip_clim,UKM00000,UKM4,RCP4.5,elev,49.3198425322418
Maize,isimip_clim,UKM00000,UKM4,RCP8.5,amb,24.8072970243397
Maize,isimip_clim,UKM00000,UKM4,RCP2.6,elev,40.7341191720073
Maize,isimip_clim,UKM00000,UKM4,RCP8.5,elev,44.694376418848
Maize,isimip_clim,UKM00000,UKM4,RCP6.0,amb,28.6662052438705
Maize,isimip_clim,UKM00000,UKM4,RCP6.0,elev,43.1396124853358
Maize,isimip_clim,UKM00000,UKM4,RCP2.6,amb,29.5716900292872
Maize,isimip_clim,UKM00000,UKM4,RCP4.5,amb,34.3104065417299
Maize,isimip_clim,UKN00000,UKN0,RCP8.5,elev,48.9999274960014
Maize,isimip_clim,UKN00000,UKN0,RCP2.6,amb,25.7449451555291
Maize,isimip_clim,UKN00000,UKN0,RCP6.0,amb,24.1437183785656
Maize,isimip_clim,UKN00000,UKN0,RCP4.5,elev,46.1201499329361
Maize,isimip_clim,UKN00000,UKN0,RCP8.5,amb,26.2321408243169
Maize,isimip_clim,UKN00000,UKN0,RCP4.5,amb,31.6743607265626
Maize,isimip_clim,UKN00000,UKN0,RCP2.6,elev,35.6080228032024
Maize,isimip_clim,UKN00000,UKN0,RCP6.0,elev,37.5993025964949
Maize,macsur_clim,AT110000,AT11,RCP2.6,elev,-9.737611793226
Maize,macsur_clim,AT110000,AT11,RCP4.5,amb,-35.3832455271013
Maize,macsur_clim,AT110000,AT11,RCP8.5,amb,-38.7208144444972
Maize,macsur_clim,AT110000,AT11,RCP4.5,elev,-21.5097192221386
Maize,macsur_clim,AT110000,AT11,RCP8.5,elev,-18.0558126338781
Maize,macsur_clim,AT110000,AT11,RCP2.6,amb,-18.881209493088
Maize,macsur_clim,AT120000,AT12,RCP8.5,amb,-31.7385827413165
Maize,macsur_clim,AT120000,AT12,RCP4.5,elev,-9.58398352017188
Maize,macsur_clim,AT120000,AT12,RCP2.6,amb,-15.2732450179774
Maize,macsur_clim,AT120000,AT12,RCP2.6,elev,-5.9730111117862
Maize,macsur_clim,AT120000,AT12,RCP8.5,elev,-9.42154963389362
Maize,macsur_clim,AT120000,AT12,RCP4.5,amb,-25.3169185088039
Maize,macsur_clim,AT210000,AT21,RCP4.5,amb,-19.0070602776517
Maize,macsur_clim,AT210000,AT21,RCP2.6,amb,-13.0864488109423
Maize,macsur_clim,AT210000,AT21,RCP2.6,elev,-7.42451735920403
Maize,macsur_clim,AT210000,AT21,RCP8.5,elev,-7.41360736912849
Maize,macsur_clim,AT210000,AT21,RCP4.5,elev,-9.23382026209951
Maize,macsur_clim,AT210000,AT21,RCP8.5,amb,-22.0543427343937
Maize,macsur_clim,AT220000,AT22,RCP8.5,amb,-33.3984326108919
Maize,macsur_clim,AT220000,AT22,RCP8.5,elev,-13.4014110631466
Maize,macsur_clim,AT220000,AT22,RCP2.6,amb,-20.4864150500506
Maize,macsur_clim,AT220000,AT22,RCP2.6,elev,-13.2400575563903
Maize,macsur_clim,AT220000,AT22,RCP4.5,elev,-19.2929651835989
Maize,macsur_clim,AT220000,AT22,RCP4.5,amb,-31.4235518330776
Maize,macsur_clim,AT310000,AT31,RCP8.5,amb,-23.1373633338172
Maize,macsur_clim,AT310000,AT31,RCP2.6,amb,-11.5847712697962
Maize,macsur_clim,AT310000,AT31,RCP4.5,elev,-5.67369791470587
Maize,macsur_clim,AT310000,AT31,RCP4.5,amb,-20.3186514584556
Maize,macsur_clim,AT310000,AT31,RCP8.5,elev,-1.2064196553031
Maize,macsur_clim,AT310000,AT31,RCP2.6,elev,-2.98908206842627
Maize,macsur_clim,AT320000,AT32,RCP2.6,elev,0.00483967305977896
Maize,macsur_clim,AT320000,AT32,RCP4.5,elev,-2.25761284464256
Maize,macsur_clim,AT320000,AT32,RCP8.5,amb,-20.0921802279077
Maize,macsur_clim,AT320000,AT32,RCP4.5,amb,-13.1688657162646
Maize,macsur_clim,AT320000,AT32,RCP2.6,amb,-6.53136996991875
Maize,macsur_clim,AT320000,AT32,RCP8.5,elev,-3.67921298336717
Maize,macsur_clim,AT330000,AT33,RCP2.6,elev,-3.81582625458252
Maize,macsur_clim,AT330000,AT33,RCP4.5,amb,-14.470158967727
Maize,macsur_clim,AT330000,AT33,RCP2.6,amb,-10.1039304050196
Maize,macsur_clim,AT330000,AT33,RCP4.5,elev,-3.19714359942033
Maize,macsur_clim,AT330000,AT33,RCP8.5,amb,-20.8931163662145
Maize,macsur_clim,AT330000,AT33,RCP8.5,elev,-5.16702780507184
Maize,macsur_clim,AT340000,AT34,RCP8.5,amb,-25.5866338448612
Maize,macsur_clim,AT340000,AT34,RCP4.5,elev,-4.54057311621305
Maize,macsur_clim,AT340000,AT34,RCP2.6,elev,-2.46316178208921
Maize,macsur_clim,AT340000,AT34,RCP2.6,amb,-9.18919881204633
Maize,macsur_clim,AT340000,AT34,RCP4.5,amb,-16.4913839940754
Maize,macsur_clim,AT340000,AT34,RCP8.5,elev,-8.22371693146593
Maize,macsur_clim,BG010000,BG11,RCP2.6,amb,-12.0524830671242
Maize,macsur_clim,BG010000,BG11,RCP8.5,elev,-7.6111649767223
Maize,macsur_clim,BG010000,BG11,RCP4.5,amb,-19.5389174733508
Maize,macsur_clim,BG010000,BG11,RCP4.5,elev,-6.67408577673285
Maize,macsur_clim,BG010000,BG11,RCP2.6,elev,-3.23672254327039
Maize,macsur_clim,BG010000,BG11,RCP8.5,amb,-27.0649590315389
Maize,macsur_clim,BG020000,BG12,RCP8.5,amb,-35.9551440504284
Maize,macsur_clim,BG020000,BG12,RCP4.5,elev,-14.7540093452461
Maize,macsur_clim,BG020000,BG12,RCP4.5,amb,-28.1586056007667
Maize,macsur_clim,BG020000,BG12,RCP8.5,elev,-16.1256668070264
Maize,macsur_clim,BG020000,BG12,RCP2.6,elev,-0.068124026112776
Maize,macsur_clim,BG020000,BG12,RCP2.6,amb,-9.20475107902014
Maize,macsur_clim,BG030000,BG13,RCP8.5,amb,-25.5148295578475
Maize,macsur_clim,BG030000,BG13,RCP4.5,elev,-2.24856984624686
Maize,macsur_clim,BG030000,BG13,RCP8.5,elev,-0.846816983423668
Maize,macsur_clim,BG030000,BG13,RCP2.6,amb,-6.17069479996309
Maize,macsur_clim,BG030000,BG13,RCP2.6,elev,3.30488815239184
Maize,macsur_clim,BG030000,BG13,RCP4.5,amb,-18.0992121170647
Maize,macsur_clim,BG040000,BG21,RCP4.5,elev,-5.23174275306032
Maize,macsur_clim,BG040000,BG21,RCP4.5,amb,-17.2479123429245
Maize,macsur_clim,BG040000,BG21,RCP2.6,elev,-2.36098925630187
Maize,macsur_clim,BG040000,BG21,RCP8.5,elev,-21.4576867699635
Maize,macsur_clim,BG040000,BG21,RCP2.6,amb,-9.75464311553395
Maize,macsur_clim,BG040000,BG21,RCP8.5,amb,-36.4837619871728
Maize,macsur_clim,BG050000,BG22,RCP8.5,elev,-18.4967615507177
Maize,macsur_clim,BG050000,BG22,RCP8.5,amb,-27.2864519165988
Maize,macsur_clim,BG050000,BG22,RCP4.5,elev,-15.8606627870055
Maize,macsur_clim,BG050000,BG22,RCP2.6,elev,-2.78590941741921
Maize,macsur_clim,BG050000,BG22,RCP2.6,amb,-7.17520799573902
Maize,macsur_clim,BG050000,BG22,RCP4.5,amb,-21.3482684060729
Maize,macsur_clim,BG060000,BG23,RCP2.6,elev,4.72566619061017
Maize,macsur_clim,BG060000,BG23,RCP4.5,elev,-17.2724463089046
Maize,macsur_clim,BG060000,BG23,RCP4.5,amb,-29.1186967200129
Maize,macsur_clim,BG060000,BG23,RCP8.5,elev,-15.6709040357837
Maize,macsur_clim,BG060000,BG23,RCP2.6,amb,-3.97943464757928
Maize,macsur_clim,BG060000,BG23,RCP8.5,amb,-35.465528108407
Maize,macsur_clim,BL100000,BE10,RCP8.5,elev,-5.19266527942536
Maize,macsur_clim,BL100000,BE10,RCP4.5,amb,-18.1186735338537
Maize,macsur_clim,BL100000,BE10,RCP2.6,elev,-10.4215141380962
Maize,macsur_clim,BL100000,BE10,RCP8.5,amb,-26.4872663271194
Maize,macsur_clim,BL100000,BE10,RCP2.6,amb,-18.9271450761077
Maize,macsur_clim,BL100000,BE10,RCP4.5,elev,-5.22916108079102
Maize,macsur_clim,BL210000,BE21,RCP2.6,elev,-10.4183411811522
Maize,macsur_clim,BL210000,BE21,RCP4.5,amb,-18.0880105517037
Maize,macsur_clim,BL210000,BE21,RCP8.5,elev,-5.16408002448432
Maize,macsur_clim,BL210000,BE21,RCP8.5,amb,-27.4562179708058
Maize,macsur_clim,BL210000,BE21,RCP4.5,elev,-3.18948300942973
Maize,macsur_clim,BL210000,BE21,RCP2.6,amb,-19.1740807225886
Maize,macsur_clim,BL220000,BE22,RCP2.6,amb,-16.4227233983114
Maize,macsur_clim,BL220000,BE22,RCP8.5,elev,-1.47753094621002
Maize,macsur_clim,BL220000,BE22,RCP2.6,elev,-7.70343292011292
Maize,macsur_clim,BL220000,BE22,RCP8.5,amb,-23.5841664810589
Maize,macsur_clim,BL220000,BE22,RCP4.5,amb,-17.0137079910567
Maize,macsur_clim,BL220000,BE22,RCP4.5,elev,-2.05917344430205
Maize,macsur_clim,BL230000,BE23,RCP4.5,elev,-5.6496575205731
Maize,macsur_clim,BL230000,BE23,RCP8.5,elev,-6.30987702005196
Maize,macsur_clim,BL230000,BE23,RCP8.5,amb,-27.8803771514637
Maize,macsur_clim,BL230000,BE23,RCP2.6,amb,-20.1718770795739
Maize,macsur_clim,BL230000,BE23,RCP2.6,elev,-11.8664818851537
Maize,macsur_clim,BL230000,BE23,RCP4.5,amb,-19.8103295028365
Maize,macsur_clim,BL240000,BE24,RCP8.5,amb,-22.5817969619227
Maize,macsur_clim,BL240000,BE24,RCP4.5,elev,-6.08006537178307
Maize,macsur_clim,BL240000,BE24,RCP2.6,elev,-8.26900863322315
Maize,macsur_clim,BL240000,BE24,RCP4.5,amb,-19.4387765962804
Maize,macsur_clim,BL240000,BE24,RCP2.6,amb,-16.9028582810906
Maize,macsur_clim,BL240000,BE24,RCP8.5,elev,-0.684204109982602
Maize,macsur_clim,BL250000,BE25,RCP4.5,elev,-4.34453085850224
Maize,macsur_clim,BL250000,BE25,RCP4.5,amb,-18.9203283737038
Maize,macsur_clim,BL250000,BE25,RCP8.5,elev,-5.46694955218087
Maize,macsur_clim,BL250000,BE25,RCP8.5,amb,-27.062153760831
Maize,macsur_clim,BL250000,BE25,RCP2.6,amb,-16.9895108521868
Maize,macsur_clim,BL250000,BE25,RCP2.6,elev,-8.65788115987096
Maize,macsur_clim,BL310000,BE31,RCP4.5,elev,-0.98116715909813
Maize,macsur_clim,BL310000,BE31,RCP4.5,amb,-14.6447073308934
Maize,macsur_clim,BL310000,BE31,RCP2.6,elev,-7.43041203847491
Maize,macsur_clim,BL310000,BE31,RCP2.6,amb,-15.7808575822415
Maize,macsur_clim,BL310000,BE31,RCP8.5,elev,-2.44196133514764
Maize,macsur_clim,BL310000,BE31,RCP8.5,amb,-23.7013136177719
Maize,macsur_clim,BL320000,BE32,RCP8.5,elev,-10.5793074154228
Maize,macsur_clim,BL320000,BE32,RCP4.5,elev,-2.30736025177762
Maize,macsur_clim,BL320000,BE32,RCP2.6,elev,-8.18621931164324
Maize,macsur_clim,BL320000,BE32,RCP2.6,amb,-16.2036094749003
Maize,macsur_clim,BL320000,BE32,RCP8.5,amb,-30.567557697135
Maize,macsur_clim,BL320000,BE32,RCP4.5,amb,-16.3409390768523
Maize,macsur_clim,BL330000,BE33,RCP2.6,amb,-13.821648505648
Maize,macsur_clim,BL330000,BE33,RCP8.5,amb,-23.0430554778897
Maize,macsur_clim,BL330000,BE33,RCP8.5,elev,-2.08277677303674
Maize,macsur_clim,BL330000,BE33,RCP4.5,elev,0.419060507303382
Maize,macsur_clim,BL330000,BE33,RCP4.5,amb,-13.4611714580194
Maize,macsur_clim,BL330000,BE33,RCP2.6,elev,-5.53004568000302
Maize,macsur_clim,BL340000,BE34,RCP8.5,amb,-31.0228102078166
Maize,macsur_clim,BL340000,BE34,RCP2.6,elev,-10.4029111625552
Maize,macsur_clim,BL340000,BE34,RCP2.6,amb,-19.198098073024
Maize,macsur_clim,BL340000,BE34,RCP4.5,elev,-4.38171437147308
Maize,macsur_clim,BL340000,BE34,RCP8.5,elev,-8.79108218004477
Maize,macsur_clim,BL340000,BE34,RCP4.5,amb,-19.7570072264945
Maize,macsur_clim,BL350000,BE35,RCP8.5,amb,-31.9675946283137
Maize,macsur_clim,BL350000,BE35,RCP4.5,elev,-3.96142992386573
Maize,macsur_clim,BL350000,BE35,RCP2.6,elev,-9.81450904645489
Maize,macsur_clim,BL350000,BE35,RCP2.6,amb,-18.432237510335
Maize,macsur_clim,BL350000,BE35,RCP4.5,amb,-19.02737983241
Maize,macsur_clim,BL350000,BE35,RCP8.5,elev,-10.9058153384606
Maize,macsur_clim,BL400000,LU00,RCP2.6,elev,-15.4921451976705
Maize,macsur_clim,BL400000,LU00,RCP8.5,amb,-34.3561820052669
Maize,macsur_clim,BL400000,LU00,RCP4.5,elev,-8.83519922632154
Maize,macsur_clim,BL400000,LU00,RCP4.5,amb,-23.6049438376067
Maize,macsur_clim,BL400000,LU00,RCP2.6,amb,-24.0374007135321
Maize,macsur_clim,BL400000,LU00,RCP8.5,elev,-12.7438752515808
Maize,macsur_clim,CZ010000,CZ01,RCP4.5,elev,12.2967013381856
Maize,macsur_clim,CZ010000,CZ01,RCP4.5,amb,-7.63194615694507
Maize,macsur_clim,CZ010000,CZ01,RCP8.5,elev,16.7197093367554
Maize,macsur_clim,CZ010000,CZ01,RCP2.6,elev,8.6213869147384
Maize,macsur_clim,CZ010000,CZ01,RCP2.6,amb,-3.08840899069579
Maize,macsur_clim,CZ010000,CZ01,RCP8.5,amb,-13.2575931909327
Maize,macsur_clim,CZ020000,CZ02,RCP4.5,elev,7.62453357428275
Maize,macsur_clim,CZ020000,CZ02,RCP2.6,elev,5.42906282559831
Maize,macsur_clim,CZ020000,CZ02,RCP2.6,amb,-5.75837959436786
Maize,macsur_clim,CZ020000,CZ02,RCP4.5,amb,-10.1722163003707
Maize,macsur_clim,CZ020000,CZ02,RCP8.5,amb,-17.1424634736571
Maize,macsur_clim,CZ020000,CZ02,RCP8.5,elev,10.1129695760632
Maize,macsur_clim,CZ030000,CZ03,RCP2.6,amb,-6.0539807821794
Maize,macsur_clim,CZ030000,CZ03,RCP8.5,amb,-13.4469910732155
Maize,macsur_clim,CZ030000,CZ03,RCP4.5,elev,7.40751187576142
Maize,macsur_clim,CZ030000,CZ03,RCP2.6,elev,4.42239451861507
Maize,macsur_clim,CZ030000,CZ03,RCP4.5,amb,-10.4754598968603
Maize,macsur_clim,CZ030000,CZ03,RCP8.5,elev,14.2174377251439
Maize,macsur_clim,CZ040000,CZ04,RCP2.6,elev,4.10220278240304
Maize,macsur_clim,CZ040000,CZ04,RCP8.5,amb,-12.4768927998806
Maize,macsur_clim,CZ040000,CZ04,RCP4.5,amb,-12.5378419886823
Maize,macsur_clim,CZ040000,CZ04,RCP2.6,amb,-5.69571135337526
Maize,macsur_clim,CZ040000,CZ04,RCP4.5,elev,3.67975155962213
Maize,macsur_clim,CZ040000,CZ04,RCP8.5,elev,12.434631943983
Maize,macsur_clim,CZ050000,CZ05,RCP4.5,amb,-11.9952617995883
Maize,macsur_clim,CZ050000,CZ05,RCP2.6,amb,-9.51676456714344
Maize,macsur_clim,CZ050000,CZ05,RCP8.5,amb,-21.1931220104409
Maize,macsur_clim,CZ050000,CZ05,RCP4.5,elev,3.10064719043061
Maize,macsur_clim,CZ050000,CZ05,RCP8.5,elev,0.759931018933797
Maize,macsur_clim,CZ050000,CZ05,RCP2.6,elev,-0.918707283723269
Maize,macsur_clim,CZ060000,CZ06,RCP2.6,amb,-11.3352235625214
Maize,macsur_clim,CZ060000,CZ06,RCP4.5,elev,-2.61475054194629
Maize,macsur_clim,CZ060000,CZ06,RCP8.5,amb,-27.5186521196448
Maize,macsur_clim,CZ060000,CZ06,RCP4.5,amb,-19.20728636364
Maize,macsur_clim,CZ060000,CZ06,RCP8.5,elev,-3.89370783590878
Maize,macsur_clim,CZ060000,CZ06,RCP2.6,elev,-1.75878794085066
Maize,macsur_clim,CZ070000,CZ07,RCP4.5,amb,-16.2964379956265
Maize,macsur_clim,CZ070000,CZ07,RCP2.6,elev,-2.27030324235563
Maize,macsur_clim,CZ070000,CZ07,RCP8.5,amb,-25.1125927747533
Maize,macsur_clim,CZ070000,CZ07,RCP8.5,elev,-2.12508337153966
Maize,macsur_clim,CZ070000,CZ07,RCP2.6,amb,-11.34369006114
Maize,macsur_clim,CZ070000,CZ07,RCP4.5,elev,-0.544096583813378
Maize,macsur_clim,CZ080000,CZ08,RCP4.5,elev,-5.23078213143521
Maize,macsur_clim,CZ080000,CZ08,RCP8.5,elev,-3.81833897972999
Maize,macsur_clim,CZ080000,CZ08,RCP2.6,elev,-3.41053733670146
Maize,macsur_clim,CZ080000,CZ08,RCP8.5,amb,-25.1487154276277
Maize,macsur_clim,CZ080000,CZ08,RCP4.5,amb,-19.615943229351
Maize,macsur_clim,CZ080000,CZ08,RCP2.6,amb,-11.4450962367291
Maize,macsur_clim,DE110000,DE11,RCP8.5,amb,-17.9622180368234
Maize,macsur_clim,DE110000,DE11,RCP4.5,amb,-6.89344974539209
Maize,macsur_clim,DE110000,DE11,RCP4.5,elev,8.87310289894938
Maize,macsur_clim,DE110000,DE11,RCP2.6,elev,2.37451670045747
Maize,macsur_clim,DE110000,DE11,RCP8.5,elev,4.93842853827288
Maize,macsur_clim,DE110000,DE11,RCP2.6,amb,-6.68523535447237
Maize,macsur_clim,DE120000,DE12,RCP2.6,elev,-3.22066153399357
Maize,macsur_clim,DE120000,DE12,RCP8.5,amb,-22.0317978690106
Maize,macsur_clim,DE120000,DE12,RCP4.5,elev,2.87039724410769
Maize,macsur_clim,DE120000,DE12,RCP2.6,amb,-11.3178780944202
Maize,macsur_clim,DE120000,DE12,RCP8.5,elev,-2.05921748855926
Maize,macsur_clim,DE120000,DE12,RCP4.5,amb,-11.2293122651569
Maize,macsur_clim,DE130000,DE13,RCP2.6,elev,-2.03814521082168
Maize,macsur_clim,DE130000,DE13,RCP8.5,elev,-3.86553420969122
Maize,macsur_clim,DE130000,DE13,RCP2.6,amb,-8.29408357527311
